variableid,label,concept,groupid
B17012_025E,Income in the past 12 months at or above poverty level!!Other families,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_018E,"Income in the past 12 months below poverty level!!Other families!!Female householder, no spouse present!!5 or more children",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_023E,Income in the past 12 months at or above poverty level!!Married-couple family!!3 or 4 children,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_008E,Income in the past 12 months below poverty level!!Other families,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_001E,Total,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_027E,"Income in the past 12 months at or above poverty level!!Other families!!Male householder, no spouse present!!No child",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_016E,"Income in the past 12 months below poverty level!!Other families!!Female householder, no spouse present!!1 or 2 children",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_011E,"Income in the past 12 months below poverty level!!Other families!!Male householder, no spouse present!!1 or 2 children",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_026E,"Income in the past 12 months at or above poverty level!!Other families!!Male householder, no spouse present",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_015E,"Income in the past 12 months below poverty level!!Other families!!Female householder, no spouse present!!No child",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_014E,"Income in the past 12 months below poverty level!!Other families!!Female householder, no spouse present",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_035E,"Income in the past 12 months at or above poverty level!!Other families!!Female householder, no spouse present!!5 or more children",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_007E,Income in the past 12 months below poverty level!!Married-couple family!!5 or more children,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_031E,"Income in the past 12 months at or above poverty level!!Other families!!Female householder, no spouse present",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_020E,Income in the past 12 months at or above poverty level!!Married-couple family,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_022E,Income in the past 12 months at or above poverty level!!Married-couple family!!1 or 2 children,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_009E,"Income in the past 12 months below poverty level!!Other families!!Male householder, no spouse present",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_021E,Income in the past 12 months at or above poverty level!!Married-couple family!!No child,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_024E,Income in the past 12 months at or above poverty level!!Married-couple family!!5 or more children,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_013E,"Income in the past 12 months below poverty level!!Other families!!Male householder, no spouse present!!5 or more children",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_032E,"Income in the past 12 months at or above poverty level!!Other families!!Female householder, no spouse present!!No child",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_012E,"Income in the past 12 months below poverty level!!Other families!!Male householder, no spouse present!!3 or 4 children",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_002E,Income in the past 12 months below poverty level,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_006E,Income in the past 12 months below poverty level!!Married-couple family!!3 or 4 children,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_003E,Income in the past 12 months below poverty level!!Married-couple family,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_034E,"Income in the past 12 months at or above poverty level!!Other families!!Female householder, no spouse present!!3 or 4 children",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_004E,Income in the past 12 months below poverty level!!Married-couple family!!No child,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_029E,"Income in the past 12 months at or above poverty level!!Other families!!Male householder, no spouse present!!3 or 4 children",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_019E,Income in the past 12 months at or above poverty level,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_017E,"Income in the past 12 months below poverty level!!Other families!!Female householder, no spouse present!!3 or 4 children",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_005E,Income in the past 12 months below poverty level!!Married-couple family!!1 or 2 children,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_033E,"Income in the past 12 months at or above poverty level!!Other families!!Female householder, no spouse present!!1 or 2 children",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17012_010E,"Income in the past 12 months below poverty level!!Other families!!Male householder, no spouse present!!No child",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY HOUSEHOLD TYPE BY NUMBER OF RELATED CHILDREN UND,B17012
B17015_004E,Income in the past 12 months below poverty level!!Married-couple family!!With Social Security income in the past 12 months,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_014E,"Income in the past 12 months below poverty level!!Other family!!Male householder, no spouse present!!With Social Security income in the past 12 months!!Without SSI or cash public assistance income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_013E,"Income in the past 12 months below poverty level!!Other family!!Male householder, no spouse present!!With Social Security income in the past 12 months!!With SSI and/or cash public assistance income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_022E,"Income in the past 12 months below poverty level!!Other family!!Female householder, no spouse present!!Without Social Security income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_001E,Total,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_037E,"Income in the past 12 months at or above poverty level!!Other family!!Male householder, no spouse present!!With Social Security income in the past 12 months!!Without SSI or cash public assistance income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_040E,"Income in the past 12 months at or above poverty level!!Other family!!Male householder, no spouse present!!Without Social Security income in the past 12 months!!Without SSI or cash public assistance income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_026E,Income in the past 12 months at or above poverty level!!Married-couple family,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_020E,"Income in the past 12 months below poverty level!!Other family!!Female householder, no spouse present!!With Social Security income in the past 12 months!!With SSI and/or cash public assistance income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_012E,"Income in the past 12 months below poverty level!!Other family!!Male householder, no spouse present!!With Social Security income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_003E,Income in the past 12 months below poverty level!!Married-couple family,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_019E,"Income in the past 12 months below poverty level!!Other family!!Female householder, no spouse present!!With Social Security income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_029E,Income in the past 12 months at or above poverty level!!Married-couple family!!With Social Security income in the past 12 months!!Without SSI or cash public assistance income in the past 12 months,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_006E,Income in the past 12 months below poverty level!!Married-couple family!!With Social Security income in the past 12 months!!Without SSI or cash public assistance income in the past 12 months,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_031E,Income in the past 12 months at or above poverty level!!Married-couple family!!Without Social Security income in the past 12 months!!With SSI and/or cash public assistance income in the past 12 months,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_027E,Income in the past 12 months at or above poverty level!!Married-couple family!!With Social Security income in the past 12 months,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_009E,Income in the past 12 months below poverty level!!Married-couple family!!Without Social Security income in the past 12 months!!Without SSI or cash public assistance income in the past 12 months,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_046E,"Income in the past 12 months at or above poverty level!!Other family!!Female householder, no spouse present!!Without Social Security income in the past 12 months!!With SSI and/or cash public assistance income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_021E,"Income in the past 12 months below poverty level!!Other family!!Female householder, no spouse present!!With Social Security income in the past 12 months!!Without SSI or cash public assistance income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_018E,"Income in the past 12 months below poverty level!!Other family!!Female householder, no spouse present",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_043E,"Income in the past 12 months at or above poverty level!!Other family!!Female householder, no spouse present!!With Social Security income in the past 12 months!!With SSI and/or cash public assistance income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_016E,"Income in the past 12 months below poverty level!!Other family!!Male householder, no spouse present!!Without Social Security income in the past 12 months!!With SSI and/or cash public assistance income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_005E,Income in the past 12 months below poverty level!!Married-couple family!!With Social Security income in the past 12 months!!With SSI and/or cash public assistance income in the past 12 months,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_045E,"Income in the past 12 months at or above poverty level!!Other family!!Female householder, no spouse present!!Without Social Security income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_017E,"Income in the past 12 months below poverty level!!Other family!!Male householder, no spouse present!!Without Social Security income in the past 12 months!!Without SSI or cash public assistance income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_038E,"Income in the past 12 months at or above poverty level!!Other family!!Male householder, no spouse present!!Without Social Security income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_007E,Income in the past 12 months below poverty level!!Married-couple family!!Without Social Security income in the past 12 months,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_036E,"Income in the past 12 months at or above poverty level!!Other family!!Male householder, no spouse present!!With Social Security income in the past 12 months!!With SSI and/or cash public assistance income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_035E,"Income in the past 12 months at or above poverty level!!Other family!!Male householder, no spouse present!!With Social Security income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_002E,Income in the past 12 months below poverty level,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_047E,"Income in the past 12 months at or above poverty level!!Other family!!Female householder, no spouse present!!Without Social Security income in the past 12 months!!Without SSI or cash public assistance income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_042E,"Income in the past 12 months at or above poverty level!!Other family!!Female householder, no spouse present!!With Social Security income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_030E,Income in the past 12 months at or above poverty level!!Married-couple family!!Without Social Security income in the past 12 months,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_033E,Income in the past 12 months at or above poverty level!!Other family,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_025E,Income in the past 12 months at or above poverty level,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_041E,"Income in the past 12 months at or above poverty level!!Other family!!Female householder, no spouse present",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_011E,"Income in the past 12 months below poverty level!!Other family!!Male householder, no spouse present",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_028E,Income in the past 12 months at or above poverty level!!Married-couple family!!With Social Security income in the past 12 months!!With SSI and/or cash public assistance income in the past 12 months,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_034E,"Income in the past 12 months at or above poverty level!!Other family!!Male householder, no spouse present",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_039E,"Income in the past 12 months at or above poverty level!!Other family!!Male householder, no spouse present!!Without Social Security income in the past 12 months!!With SSI and/or cash public assistance income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_044E,"Income in the past 12 months at or above poverty level!!Other family!!Female householder, no spouse present!!With Social Security income in the past 12 months!!Without SSI or cash public assistance income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_015E,"Income in the past 12 months below poverty level!!Other family!!Male householder, no spouse present!!Without Social Security income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_024E,"Income in the past 12 months below poverty level!!Other family!!Female householder, no spouse present!!Without Social Security income in the past 12 months!!Without SSI or cash public assistance income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_032E,Income in the past 12 months at or above poverty level!!Married-couple family!!Without Social Security income in the past 12 months!!Without SSI or cash public assistance income in the past 12 months,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_023E,"Income in the past 12 months below poverty level!!Other family!!Female householder, no spouse present!!Without Social Security income in the past 12 months!!With SSI and/or cash public assistance income in the past 12 months",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_008E,Income in the past 12 months below poverty level!!Married-couple family!!Without Social Security income in the past 12 months!!With SSI and/or cash public assistance income in the past 12 months,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17015_010E,Income in the past 12 months below poverty level!!Other family,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY SOCIAL SECURITY INCOME BY SUPPLEM,B17015
B17020_001E,Total,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B17020_002E,Income in the past 12 months below poverty level,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B17020_011E,Income in the past 12 months at or above poverty level!!Under 6 years,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B17020_008E,Income in the past 12 months below poverty level!!75 to 84 years,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B17020_017E,Income in the past 12 months at or above poverty level!!85 years and over,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B17020_009E,Income in the past 12 months below poverty level!!85 years and over,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B17020_015E,Income in the past 12 months at or above poverty level!!60 to 74 years,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B17020_016E,Income in the past 12 months at or above poverty level!!75 to 84 years,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B17020_012E,Income in the past 12 months at or above poverty level!!6 to 11 years,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B17020_003E,Income in the past 12 months below poverty level!!Under 6 years,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B17020_007E,Income in the past 12 months below poverty level!!60 to 74 years,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B17020_004E,Income in the past 12 months below poverty level!!6 to 11 years,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B17020_014E,Income in the past 12 months at or above poverty level!!18 to 59 years,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B17020_010E,Income in the past 12 months at or above poverty level,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B17020_005E,Income in the past 12 months below poverty level!!12 to 17 years,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B17020_006E,Income in the past 12 months below poverty level!!18 to 59 years,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B17020_013E,Income in the past 12 months at or above poverty level!!12 to 17 years,POVERTY STATUS IN THE PAST 12 MONTHS BY AGE,B17020
B19001_008E,"$35,000 to $39,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19001_017E,"$200,000 or more",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19001_012E,"$60,000 to $74,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19001_006E,"$25,000 to $29,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19001_010E,"$45,000 to $49,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19001_004E,"$15,000 to $19,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19001_015E,"$125,000 to $149,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19001_013E,"$75,000 to $99,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19001_007E,"$30,000 to $34,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19001_011E,"$50,000 to $59,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19001_005E,"$20,000 to $24,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19001_016E,"$150,000 to $199,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19001_002E,"Less than $10,000",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19001_001E,Total,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19001_003E,"$10,000 to $14,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19001_014E,"$100,000 to $124,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19001_009E,"$40,000 to $44,999",HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19001
B19013_001E,Median household income in the past 12 months (in 2019 inflation-adjusted dollars),MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19013
B19052_002E,With wage or salary income,WAGE OR SALARY INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,B19052
B19052_003E,No wage or salary income,WAGE OR SALARY INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,B19052
B19052_001E,Total,WAGE OR SALARY INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS,B19052
B19301_001E,Per capita income in the past 12 months (in 2019 inflation-adjusted dollars),PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS),B19301
B23025_003E,In labor force!!Civilian labor force,EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,B23025
B23025_007E,Not in labor force,EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,B23025
B23025_004E,In labor force!!Civilian labor force!!Employed,EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,B23025
B23025_002E,In labor force,EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,B23025
B23025_005E,In labor force!!Civilian labor force!!Unemployed,EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,B23025
B23025_006E,In labor force!!Armed Forces,EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,B23025
B23025_001E,Total,EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,B23025
B25001_001E,Total,HOUSING UNITS,B25001
B25002_002E,Occupied,OCCUPANCY STATUS,B25002
B25002_001E,Total,OCCUPANCY STATUS,B25002
B25002_003E,Vacant,OCCUPANCY STATUS,B25002
B25003_001E,Total,TENURE,B25003
B25003_003E,Renter occupied,TENURE,B25003
B25003_002E,Owner occupied,TENURE,B25003
B25004_005E,"Sold, not occupied",VACANCY STATUS,B25004
B25004_002E,For rent,VACANCY STATUS,B25004
B25004_004E,For sale only,VACANCY STATUS,B25004
B25004_008E,Other vacant,VACANCY STATUS,B25004
B25004_007E,For migrant workers,VACANCY STATUS,B25004
B25004_003E,"Rented, not occupied",VACANCY STATUS,B25004
B25004_006E,"For seasonal, recreational, or occasional use",VACANCY STATUS,B25004
B25004_001E,Total,VACANCY STATUS,B25004
B25005_002E,Vacant - current residence elsewhere,VACANT - CURRENT RESIDENCE ELSEWHERE,B25005
B25005_001E,Total,VACANT - CURRENT RESIDENCE ELSEWHERE,B25005
B25005_003E,All other vacant units,VACANT - CURRENT RESIDENCE ELSEWHERE,B25005
B25008_002E,Owner occupied,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE,B25008
B25008_001E,Total,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE,B25008
B25008_003E,Renter occupied,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE,B25008
B25009_009E,Owner occupied!!7-or-more person household,TENURE BY HOUSEHOLD SIZE,B25009
B25009_005E,Owner occupied!!3-person household,TENURE BY HOUSEHOLD SIZE,B25009
